Word,Lemma,Form
фрукти,фрукт,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Обирати,обирати,verb:imperf:inf
електроавтомобілі,електроавтомобіль,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Здоровий,здоровий,"adj:m:v_kly:compb
adj:m:v_naz:compb
adj:m:v_zna:rinanim:compb
noun:anim:m:v_kly
noun:anim:m:v_naz"
клімат,клімат,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
=,-,-
здорова,здоровий,"adj:f:v_kly:compb
adj:f:v_naz:compb
noun:anim:f:v_kly
noun:anim:f:v_naz"
планета,планета,noun:inanim:f:v_naz
Наша,наш,"adj:f:v_kly:&pron:pos
adj:f:v_naz:&pron:pos"
планета,планета,noun:inanim:f:v_naz
–,-,-
наш,наш,"adj:m:v_kly:&pron:pos
adj:m:v_naz:&pron:pos
adj:m:v_zna:rinanim:&pron:pos"
світ,світ,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
Збереження,збереження,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
морських,морський,"adj:p:v_rod
adj:p:v_zna:ranim"
екосистем,екосистема,noun:inanim:p:v_rod
Чому,"чому
що","adv:&pron:int:rel
noun:inanim:n:v_dav:&pron:int:rel"
океани,океан,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
важливі,важливий,"adj:p:v_kly:compb
adj:p:v_naz:compb
adj:p:v_zna:rinanim:compb"
Океани,океан,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
покривають,покривати,verb:imperf:pres:p:3
70,70,number
%,-,-
планети,планета,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Океани,океан,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
–,-,-
основа,основа,noun:inanim:f:v_naz
глобальних,глобальний,"adj:p:v_rod:compb
adj:p:v_zna:ranim:compb"
екосистем,екосистема,noun:inanim:p:v_rod
Біорізноманіття,біорізноманіття,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
океану,океан,"noun:inanim:m:v_dav
noun:inanim:m:v_rod"
–,-,-
це,це,noun:inanim:n:v_naz:&pron:dem
баланс,баланс,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
екосистем,екосистема,noun:inanim:p:v_rod
Океани,океан,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
важливі,важливий,"adj:p:v_kly:compb
adj:p:v_naz:compb
adj:p:v_zna:rinanim:compb"
для,для,prep
протидії,протидія,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
кліматичній,кліматичний,adj:f:v_dav
кризі,"криза
крига","noun:inanim:f:v_dav
noun:inanim:f:v_dav"
-,-,-
>,-,-
Океани,океан,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
поглинають,поглинати,verb:imperf:pres:p:3
(,-,-
вуглекислий,вуглекислий,"adj:m:v_kly
adj:m:v_naz
adj:m:v_zna:rinanim"
газ,газ,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
),-,-
Океани,океан,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
поглинають,поглинати,verb:imperf:pres:p:3
90,90,number
%,-,-
надмірного,надмірний,"adj:m:v_rod
adj:m:v_zna:ranim
adj:n:v_rod"
тепла,"теплий

тепло","adj:f:v_kly:compb
adj:f:v_naz:compb
noun:inanim:n:v_rod"
Океани,океан,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
також,також,adv
важливі,важливий,"adj:p:v_kly:compb
adj:p:v_naz:compb
adj:p:v_zna:rinanim:compb"
для,для,prep
світової,світовий,adj:f:v_rod
економіки,економіка,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
(,-,-
туризм,туризм,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
",",-,-
транспорт,транспорт,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
",",-,-
рибальство,рибальство,"noun:inanim:n:v_naz
noun:inanim:n:v_zna"
),-,-
Океани,океан,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
:,-,-
основа,основа,noun:inanim:f:v_naz
глобальних,глобальний,"adj:p:v_rod:compb
adj:p:v_zna:ranim:compb"
екосистем,екосистема,noun:inanim:p:v_rod
",",-,-
біорізноманіття,біорізноманіття,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
",",-,-
клімат,клімат,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
",",-,-
економіка,економіка,noun:inanim:f:v_naz
Яка,який,adj:f:v_naz:&pron:int:rel:def
загроза,загроза,noun:inanim:f:v_naz
Людська,людський,"adj:f:v_kly
adj:f:v_naz"
діяльність,діяльність,"noun:inanim:f:v_naz
noun:inanim:f:v_zna"
та,та,"conj:coord
part"
кліматичні,кліматичний,"adj:p:v_kly
adj:p:v_naz
adj:p:v_zna:rinanim"
зміни,зміна,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
порушують,порушувати,verb:imperf:pres:p:3
баланс,баланс,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
морських,морський,"adj:p:v_rod
adj:p:v_zna:ranim"
екосистем,екосистема,noun:inanim:p:v_rod
Зменшення,зменшення,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
біорізноманіття,біорізноманіття,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
Закислення,закислення,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
океану,океан,"noun:inanim:m:v_dav
noun:inanim:m:v_rod"
через,через,prep
великий,великий,"adj:m:v_kly:compb
adj:m:v_naz:compb
adj:m:v_zna:rinanim:compb"
вміст,вміст,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
в,в,prep
атмосфері,атмосфера,"noun:inanim:f:v_dav
noun:inanim:f:v_mis"
Потепління,потепління,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
та,та,"conj:coord
part"
підвищення,підвищення,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
рівня,"рівня
рівень","noun:anim:f:v_naz
noun:inanim:m:v_rod
noun:inanim:m:v_zna:var"
океану,океан,"noun:inanim:m:v_dav
noun:inanim:m:v_mis
noun:inanim:m:v_rod"
Забруднення,забруднення,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
океану,океан,"noun:inanim:m:v_dav
noun:inanim:m:v_mis
noun:inanim:m:v_rod"
*,-,-
Приблизно,приблизно,adv:compb
80,80,number
%,-,-
забруднення,забруднення,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
океану,океан,"noun:inanim:m:v_dav
noun:inanim:m:v_mis
noun:inanim:m:v_rod"
відбувається,відбуватися,verb:rev:imperf:pres:s:3
через,через,prep
діяльність,діяльність,"noun:inanim:f:v_naz
noun:inanim:f:v_zna"
людини,людина,"noun:anim:f:v_rod
noun:anim:p:v_kly
noun:anim:p:v_naz
noun:anim:p:v_zna"
:,-,-
пестициди,пестицид,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
",",-,-
пластик,пластик,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
",",-,-
води,вода,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Незаконне,незаконний,"adj:n:v_kly:compb
adj:n:v_naz:compb
adj:n:v_zna:compb"
та,та,"conj:coord
part"
нерегульоване,нерегульований,"adj:n:v_kly
adj:n:v_naz
adj:n:v_zna"
рибальство,рибальство,"noun:inanim:n:v_naz
noun:inanim:n:v_zna"
Дії,дія,"noun:inanim:f:v_dav
noun:inanim:f:v_mis
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
та,та,"conj:coord
part"
рішення,рішення,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Захистити,захистити,verb:perf:inf
біорізноманіття,біорізноманіття,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
Вирішити,вирішити,verb:perf:inf
проблему,проблема,noun:inanim:f:v_zna
закислення,закислення,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
Вирішити,вирішити,verb:perf:inf
потепління,потепління,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
та,та,"conj:coord
part"
підвищення,підвищення,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
рівня,"рівня
рівень","noun:anim:f:v_naz
noun:inanim:m:v_rod
noun:inanim:m:v_zna:var"
океану,океан,"noun:inanim:m:v_dav
noun:inanim:m:v_mis
noun:inanim:m:v_rod"
Зупинити,зупинити,verb:perf:inf
забруднення,забруднення,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
океану,океан,"noun:inanim:m:v_dav
noun:inanim:m:v_mis
noun:inanim:m:v_rod"
Регулювати,регулювати,verb:imperf:inf
рибальство,рибальство,"noun:inanim:n:v_naz
noun:inanim:n:v_zna"
Що,що,"conj:subord
noun:inanim:n:v_naz:&pron:int:rel
noun:inanim:n:v_zna:&pron:int:rel"
можемо,могти,verb:imperf:pres:p:1
робити,робити,verb:imperf:inf
ми,ми,noun:anim:p:v_naz:&pron:pers:1
Не,не,part
використовувати,використовувати,verb:imperf:inf
пестицидів,пестицид,noun:inanim:p:v_rod
Берегти,берегти,verb:imperf:inf
воду,вода,noun:inanim:f:v_zna
Прибирати,прибирати,verb:imperf:inf
пляжі,пляж,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Здорові,"Здор
здоровий","noun:anim:m:v_dav:prop:lname
adj:p:v_kly:compb
adj:p:v_naz:compb
adj:p:v_zna:rinanim:compb
noun:anim:p:v_kly
noun:anim:p:v_naz"
океани,океан,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
–,-,-
здорова,здоровий,"adj:f:v_kly:compb
adj:f:v_naz:compb
noun:anim:f:v_kly
noun:anim:f:v_naz"
планета,планета,noun:inanim:f:v_naz
Наша,наш,"adj:f:v_kly:&pron:pos
adj:f:v_naz:&pron:pos"
планета,планета,noun:inanim:f:v_naz
–,-,-
наш,наш,"adj:m:v_kly:&pron:pos
adj:m:v_naz:&pron:pos
adj:m:v_zna:rinanim:&pron:pos"
світ,світ,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
Сталий,сталий,"adj:m:v_kly
adj:m:v_naz
adj:m:v_zna:rinanim"
розвиток,розвиток,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
Глобальні,глобальний,"adj:p:v_kly:compb
adj:p:v_naz:compb
adj:p:v_zna:rinanim:compb"
цілі,"ціль



цілий","noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna
adj:p:v_kly:compb
adj:p:v_naz:compb
adj:p:v_zna:rinanim:compb"
Збереження,збереження,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
екосистем,екосистема,noun:inanim:p:v_rod
землі,земля,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Чому,що,noun:inanim:n:v_dav:&pron:int:rel
це,"це


цей","noun:inanim:n:v_naz:&pron:dem
noun:inanim:n:v_zna:&pron:dem
part
adj:n:v_naz:&pron:dem
adj:n:v_zna:&pron:dem"
важливо,важливо,adv:compb:&predic
Екосистеми,екосистема,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
землі,земля,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
забезпечують,забезпечувати,verb:imperf:pres:p:3
баланс,баланс,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
на,на,prep
планеті,планета,"noun:inanim:f:v_dav
noun:inanim:f:v_mis"
Екосистеми,екосистема,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
землі,земля,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
-,-,-
регулюють,регулювати,verb:imperf:pres:p:3
клімат,клімат,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
та,та,"conj:coord
part"
захищають,захищати,verb:imperf:pres:p:3
нас,ми,"noun:anim:p:v_rod:&pron:pers:1
noun:anim:p:v_zna:&pron:pers:1"
від,від,prep
природніх,природній,"adj:p:v_rod:bad
adj:p:v_zna:ranim:bad"
катастроф,катастрофа,noun:inanim:p:v_rod
(,-,-
повені,повінь,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
",",-,-
ерозії,ерозія,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
",",-,-
посухи,посуха,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
забезпечують,забезпечувати,verb:imperf:pres:p:3
чисте,чистий,"adj:n:v_kly:compb
adj:n:v_naz:compb
adj:n:v_zna:compb"
повітря,повітря,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
та,та,"conj:coord
part"
воду,вода,noun:inanim:f:v_zna
.,-,-
-,-,-
підтримують,підтримувати,verb:imperf:pres:p:3
біорізноманіття,біорізноманіття,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
живих,живий,"adj:p:v_mis:compb
adj:p:v_rod:compb
adj:p:v_zna:ranim:compb"
організмів,організм,noun:inanim:p:v_rod
.,-,-
-,-,-
створюють,створювати,verb:imperf:pres:p:3
умови,умова,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
для,для,prep
сільського,сільський,"adj:m:v_rod
adj:m:v_zna:ranim
adj:n:v_rod"
господарства,господарство,"noun:inanim:n:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
.,-,-
-,-,-
надають,надавати,"verb:imperf:pres:p:3
verb:perf:futr:p:3"
сировину,сировина,noun:inanim:f:v_zna
для,для,prep
будівництва,будівництво,"noun:inanim:n:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
та,та,"conj:coord
part"
енергії,енергія,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Екосистеми,екосистема,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
:,-,-
клімат,клімат,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
",",-,-
повітря,повітря,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
",",-,-
вода,вода,noun:inanim:f:v_naz
",",-,-
біорізноманіття,біорізноманіття,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
",",-,-
умови,умова,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
",",-,-
сировина,сировина,noun:inanim:f:v_naz
Яка,який,adj:f:v_naz:&pron:int:rel:def
загроза,загроза,noun:inanim:f:v_naz
Людська,людський,"adj:f:v_kly
adj:f:v_naz"
діяльність,діяльність,"noun:inanim:f:v_naz
noun:inanim:f:v_zna"
та,та,"conj:coord
part"
кліматичні,кліматичний,"adj:p:v_kly
adj:p:v_naz
adj:p:v_zna:rinanim"
зміни,зміна,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
порушують,порушувати,verb:imperf:pres:p:3
баланс,баланс,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
екосистем,екосистема,noun:inanim:p:v_rod
Посуха,посуха,noun:inanim:f:v_naz
та,та,"conj:coord
part"
Кожну,кожний,"adj:f:v_zna:&pron:gen
noun:anim:f:v_zna:&pron:gen"
хвилину,хвилина,noun:inanim:f:v_zna
ми,ми,noun:anim:p:v_naz:&pron:pers:1
втрачаємо,втрачати,verb:imperf:pres:p:1
23,23,number
гектари,гектар,"noun:inanim:p:v_naz
noun:inanim:p:v_zna"
землі,земля,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
через,через,prep
посуху,посуха,noun:inanim:f:v_zna
Втрата,втрата,noun:inanim:f:v_naz
біорізноманіття,біорізноманіття,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
Приблизно,приблизно,adv:compb
1,1,number
мільйон,мільйон,"noun:inanim:m:v_naz:&numr
noun:inanim:m:v_zna:&numr"
видів,вид,noun:inanim:p:v_rod
рослин,рослина,noun:inanim:p:v_rod
і,і,"conj:coord
part"
тварин,тварина,"noun:anim:p:v_rod
noun:anim:p:v_zna"
тепер,тепер,adv:&pron:dem
під,під,prep
загрозою,загроза,noun:inanim:f:v_oru
вимирання,вимирання,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Вирубка,вирубка,noun:inanim:f:v_naz
лісів,ліс,noun:inanim:p:v_rod
Ліси,"ліса


ліс","noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
–,-,-
30,30,number
%,-,-
планети,планета,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Однак,однак,"adv:&insert
conj:coord"
",",-,-
кожного,кожний,"adj:m:v_rod:&pron:gen
adj:m:v_zna:ranim:&pron:gen
adj:n:v_rod:&pron:gen
noun:anim:m:v_rod:&pron:gen
noun:anim:m:v_zna:&pron:gen"
року,"рок

рік","noun:inanim:m:v_dav
noun:inanim:m:v_rod
noun:inanim:m:v_dav
noun:inanim:m:v_rod"
ми,ми,noun:anim:p:v_naz:&pron:pers:1
втрачаємо,втрачати,verb:imperf:pres:p:1
13,13,number
мільйонів,мільйон,noun:inanim:p:v_rod:&numr
гектарів,гектар,noun:inanim:p:v_rod
лісу,ліс,"noun:inanim:m:v_dav
noun:inanim:m:v_rod
noun:inanim:f:v_zna"
Все,"все



весь","adv
noun:inanim:n:v_naz:&pron:gen
noun:inanim:n:v_zna:&pron:gen
part
adj:n:v_naz:&pron:gen
adj:n:v_zna:&pron:gen"
це,"це


цей","noun:inanim:n:v_naz:&pron:dem
noun:inanim:n:v_zna:&pron:dem
Part"
впливає,впливати,verb:imperf:pres:s:3
на,на,prep
чистоту,чистота,noun:inanim:f:v_zna
повітря,повітря,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
та,та,"conj:coord
part"
якість,якість,"noun:inanim:f:v_naz
noun:inanim:f:v_zna"
води,вода,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Це,"це


цей","noun:inanim:n:v_naz:&pron:dem
noun:inanim:n:v_zna:&pron:dem
part
adj:n:v_naz:&pron:dem
adj:n:v_zna:&pron:dem"
також,також,adv
погіршує,погіршувати,verb:imperf:pres:s:3
умови,умова,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
для,для,prep
сільського,сільський,"adj:m:v_rod
adj:m:v_zna:ranim
adj:n:v_rod"
господарства,господарство,"noun:inanim:n:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
та,та,"conj:coord
part"
зменшує,зменшувати,verb:imperf:pres:s:3
джерела,джерело,"noun:inanim:n:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
сировини,сировина,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
для,для,prep
будівництва,будівництво,"noun:inanim:n:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
та,та,"conj:coord
part"
енергії,енергія,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Дії,дія,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
і,і,"conj:coord
part"
рішення,рішення,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Зберігати,зберігати,verb:imperf:inf
та,та,"conj:coord
part"
відновлювати,відновлювати,verb:imperf:inf
екосистеми,екосистема,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
землі,земля,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Боротися,боротися,verb:rev:imperf:inf
із,із,prep
посухою,посуха,noun:inanim:f:v_oru
Захищати,захищати,verb:imperf:inf
біорізноманіття,біорізноманіття,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna"
Зменшувати,зменшувати,verb:imperf:inf
вирубку,вирубка,noun:inanim:f:v_zna
лісів,ліс,noun:inanim:p:v_rod
Що,що,"conj:subord
noun:inanim:n:v_naz:&pron:int:rel
noun:inanim:n:v_zna:&pron:int:rel"
можемо,могти,verb:imperf:pres:p:1
робити,робити,verb:imperf:inf
ми,ми,noun:anim:p:v_naz:&pron:pers:1
Прибирати,прибирати,verb:imperf:inf
за,за,prep
собою,себе,noun:unanim:s:v_oru:&pron:refl
Садити,садити,verb:imperf:inf
дерева,дерево,"noun:inanim:n:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
Зменшувати,зменшувати,verb:imperf:inf
використання,використання,"noun:inanim:n:v_naz
noun:inanim:n:v_rod
noun:inanim:n:v_zna
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
пластику,"пластик

пластика","noun:inanim:m:v_dav
noun:inanim:m:v_rod
noun:inanim:f:v_zna"
Здорові,"Здор
здоровий","noun:anim:m:v_dav:prop:lname
adj:p:v_kly:compb
adj:p:v_naz:compb
adj:p:v_zna:rinanim:compb
noun:anim:p:v_kly
noun:anim:p:v_naz"
екосистеми,екосистема,"noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
землі,земля,"noun:inanim:f:v_dav
noun:inanim:f:v_rod
noun:inanim:p:v_naz
noun:inanim:p:v_zna"
–,-,-
здорова,здоровий,"adj:f:v_kly:compb
adj:f:v_naz:compb
noun:anim:f:v_kly
noun:anim:f:v_naz"
планета,планета,noun:inanim:f:v_naz
Наша,наш,"adj:f:v_kly:&pron:pos
adj:f:v_naz:&pron:pos"
планета,планета,noun:inanim:f:v_naz
–,-,-
наш,наш,"adj:m:v_kly:&pron:pos
adj:m:v_naz:&pron:pos
adj:m:v_zna:rinanim:&pron:pos"
світ,світ,"noun:inanim:m:v_naz
noun:inanim:m:v_zna"
